Squad,Product,ID,Event Name,screen_figma,screen_analytics,object,country,Estado Unificado,Acción Sugerida,Eventos,Fila GA4,Fila FE,Archivo FE,Use Case,Business Question
Falcon,KYC,AMP-13-0015,kyc,KYC_FinancialInformation_PE,KYC_Financial_Information_PEmpleted,action_button,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos construir el funnel de conversión y rastrear los pasos que  tienen mayor caida. Con esto podremos implementar mejoras en esos pasos, aumentando la conversión de usuarios que logran llegar al flujo de cashin ",¿Qué porcentaje de usuarios completa el módulo de información financiera?
Falcon,KYC,AMP-13-0016,kyc,KYC_Certify_PE,KYC_Certifications_PEmpleted,action_button,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos construir el funnel de conversión y rastrear los pasos que  tienen mayor caida. Con esto podremos implementar mejoras en esos pasos, aumentando la conversión de usuarios que logran llegar al flujo de cashin ",¿Qué porcentaje de usuarios valida las certificaciones?
Falcon,KYC,AMP-13-0017,kyc,KYC_SuccessVinculation_STKPE,KYC_PE_completed,screen,PE,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,29534,Fila 127,,,"Buscamos construir el funnel de conversión y rastrear los pasos que  tienen mayor caida. Con esto podremos implementar mejoras en esos pasos, aumentando la conversión de usuarios que logran llegar al flujo de cashin ",¿Qué porcentaje de usuarios se vincula satisfactoriamente para el producto de acciones?
Falcon,RVI,AMP-13-0020,cash_out,CashOut_SupportView_STK,Cash_Out_Maintenance,screen,PE,🟢 VIVO (Exacto),Mantener,149,Fila 394,Fila 298,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Cash Out?
Falcon,RVI,AMP-13-0021,cash_out,CashOut_NoMoneyError_STK,Cash_Out_No_Funds,screen,PE,🟢 VIVO (Exacto),Mantener,16745,Fila 167,Fila 299,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Cash Out?
Falcon,RVI,AMP-13-0022,cash_out,CashOut_Crash_STKPE,Cash_Out_Trans_Error,screen,PE,"🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 296,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Cash Out?
Falcon,RVI,AMP-13-0025,cash_out,CashOut_Walkthrough_STKPE,Cash_Out_Jump_Walk,action_button,PE,🟢 VIVO (Exacto),Mantener,2197,Fila 299,Fila 300,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Cash Out?
Falcon,RVI,AMP-13-0027,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0028,cash_out,CashOut_AccountRegister_STKPE,Cash_Out_Bank_Register_Screen,screen,PE,🟢 VIVO (Exacto),Mantener,5099,Fila 245,Fila 304,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash out teniendo como finalidad de negocio aumentar la conversión de este flujo .,¿Cuál es el porcentaje de abandono del Cash Out por no tener cuenta validada?
Falcon,RVI,AMP-13-0029,cash_out,CashOut_AccountRegister_STKPE,Cash_Out_Bank_Register,action_button,PE,🟢 VIVO (Exacto),Mantener,4130,Fila 252,Fila 305,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash out teniendo como finalidad de negocio aumentar la conversión de este flujo .,"¿Cuál es la tasa de conversión de usuarios que, al interactuar con nuestro producto de acciones internacionales, deciden registrar una cuenta nueva?"
Falcon,RVI,AMP-13-0030,cash_out,CashOut_Main_STKPE,Cash_Out_Main_Screen,screen,PE,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,7073,Fila 220,Fila 303,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Cash out?
Falcon,RVI,AMP-13-0031,cash_out,CashOut_Main_STKPE,Cash_Out_Input,action_button,PE,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,59334,Fila 70,Fila 301,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Cash out?
Falcon,RVI,AMP-13-0032,cash_out,CashOut_Main_STKPE,Cash_Out_Select_Acc,action_button,PE,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,32,Fila 437,Fila 302,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash out teniendo como finalidad de negocio aumentar la conversión de este flujo .,¿Qué porcentaje de usuarios tienen una cuenta predeterminada y simplemente hacen clic versus los que navegan para seleccionar una cuenta diferente? 
Falcon,RVI,AMP-13-0033,cash_out,CashOut_ModalSelectBankAccount_STKPE,Cash_Out_Select_Bank,action_button,PE,🟢 VIVO (Exacto),Mantener,1342,Fila 321,Fila 306,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash out teniendo como finalidad de negocio aumentar la conversión de este flujo .,¿Existe una correlación entre la cantidad de cuentas que un usuario tiene y la frecuencia o el volumen de sus transacciones en acciones internacionales?
Falcon,RVI,AMP-13-0034,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0035,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0036,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0037,cash_out,CashOut_PendingResults_STKPE,Cash_Out_Completed,screen,PE CO,🟢 VIVO (Exacto),Mantener,3564,Fila 269,Fila 310,packages/features/generic/cash_out/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash out teniendo como finalidad de negocio aumentar la conversión de este flujo .,¿Cuál es el tiempo promedio que gastan los usuarios durante el Cash out?
Falcon,RVI,AMP-13-0038,cash_in,CashIn_PendingTransaction_STKPE,Cash_In_Pending_Transaction,screen,PE,🟢 VIVO (Exacto),Mantener,20539,Fila 205,Fila 233,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de retoma de transacciones pendientes de Cash In?
Falcon,RVI,AMP-13-0039,cash_in,CashIn_PendingTransaction_STKPE,Cash_In_New_Transfer,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de retoma de transacciones pendientes de Cash In?
Falcon,RVI,AMP-13-0040,cash_in,CashIn_PendingTransaction_STKPE,Cash_In_Reprise,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de retoma de transacciones pendientes de Cash In?
Falcon,RVI,AMP-13-0041,cash_in,CashIn_CashAmount_STKPE,Cash_In_Load,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Qué porcentaje de usuarios ingresa un monto y luego continúa con el servicio de Cash In?
Falcon,RVI,AMP-13-0042,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0043,cash_in,CashIn_WebviewMonnet_STKPE,Cash_In_Monnet,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Qué porcentaje de usuarios sigue adelante con un cash in en la web view de Monnet?
Falcon,RVI,AMP-13-0044*,cash_in,Cashin_PendingConfirmation_STKPE,Cash_In_Code,Screen,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de conversión de usuarios que llega a la pantalla de carga de dinero pendiente?
Falcon,RVI,AMP-13-0045,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0046,cash_in,CashIn_SupportView_STKINT,Cash_In_Support,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Cash In?
Falcon,KYC,AMP-13-0047,kyc,KYC_PEPNoInvestment_STKPE,,action_button,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos construir el funnel de conversión y rastrear los pasos que  tienen mayor caida. Con esto podremos implementar mejoras en esos pasos, aumentando la conversión de usuarios que logran llegar al flujo de cashin ",¿Cuál es el porcentaje de usuarios que experimenta bloqueos en el flujo de KYC?
Falcon,RVI,AMP-13-0005,cash_in,Movements_Orders_STK,Cash_In_Start_Move,action_button_clicked,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,"¿Desde qué punto accede la mayor porcentaje de usuarios al Flujo de Cash in?, Metric of interest: Conversion, Retention, etc."
Falcon,RVI,AMP-13-0048,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,KYC,AMP-13-0050,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,KYC,AMP-13-0051,kyc,KYC_ConfirmationAnswerPEP_STKPE,,action_button,PE,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos construir el funnel de conversión y rastrear los pasos que  tienen mayor caida. Con esto podremos implementar mejoras en esos pasos, aumentando la conversión de usuarios que logran llegar al flujo de cashin ",¿Cuál es el porcentaje de usuarios que experimenta bloqueos en el flujo de KYC?
Falcon,RVI,AMP-13-0056,purchase_order,PurchaseOrder_OrderType_STK,,icon_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 325,Fila 25,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Ordenes de compra?
Falcon,RVI,AMP-13-0057,purchase_order,PurchaseOrder_OrderType_STK,,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 18,Fila 27,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el tipo de orden de compra seleccionado por los usuarios?
Falcon,RVI,AMP-13-0058,purchase_order,PurchaseOrder_OrderType_STK,,action_button,"PE,CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 18,Fila 27,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el tipo de orden de compra seleccionado por los usuarios?
Falcon,RVI,AMP-13-0059,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0060,purchase_order,PurchaseOrder_AddAmountOrder_STK,,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 35,Fila 32,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es la opción de cantidad seleccionada por el usuario para la compra de un activo?
Falcon,RVI,AMP-13-0061,purchase_order,PurchaseOrder_ConfirmationCloseMarketModal_STK,,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 130,Fila 34,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de compra por mensajes de confirmación?
Falcon,RVI,AMP-13-0062,purchase_order,PurchaseOrder_ResumeOrderModal_STK,,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 17,Fila 36,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de compra?
Falcon,RVI,AMP-13-0063,purchase_order,PurchaseOrder_PendingRunOrder_STK,Purchase_Order_Completed,screen,PE. CO,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de compra?
Falcon,RVI,AMP-13-0064,purchase_order,PurchaseOrder_SetUpLimitOrder_STK,,acction_button,"PE,CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Ordenes de compra?
Falcon,RVI,AMP-13-0065,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0066,purchase_order,PurchaseOrder_NoCreditModal_STK,Purchase_Order_Whitout_Funds,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Comprender en profundidad cómo los usuarios interactúan con las diversas funcionalidades dentro de la sección de su portafolio. Esto incluye identificar las funciones más y menos utilizadas, los patrones de navegación, los flujos de trabajo comunes y los puntos de fricción. El análisis resultante informará decisiones de diseño y desarrollo para mejorar la usabilidad, la relevancia de las funcionalidades y la satisfacción general del usuario con la gestión de su portafolio.",¿Cuál es el punto de acceso dentro de la plataforma que registra el mayor porcentaje de usuarios que inician el proceso de Cash in?
Falcon,RVI,AMP-13-0067,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0068,purchase_order,PurchaseOrder_CrashTransactionError_STK,,action_button,"PE, CO",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,Fila 463,Fila 40,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Ordenes de compra?
Falcon,RVI,AMP-13-0069,sell_order,SellOrder_OrderType_STK,SellOrder_Type_Help,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,267,Fila 374,Fila 26,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0070,sell_order,SellOrder_OrderType_STK,SellOrder_Type_Selected,card,PE CO CHI,🟢 VIVO (Exacto),Mantener,179114,Fila 28,Fila 28,packages/features/core/market_cap/module/lib/core/attribution/events.dart,"Buscamos mapear el flujo de interacción de un usuario en la venta de sus activos y rastrear los puntos de bloqueo que tienen. Con estos datos podremos implementar mejoras en la experiencia, aumentando la conversión de transacciones de trade. ",¿Cuál es el tipo de orden de venta seleccionado por los usuarios?
Falcon,RVI,AMP-13-0071,sell_order,SellOrder_OrderType_STK,SellOrder_Type_Selected,card,PE CO CHI,🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,179114,Fila 28,Fila 28,packages/features/core/market_cap/module/lib/core/attribution/events.dart,"Buscamos mapear el flujo de interacción de un usuario en la venta de sus activos y rastrear los puntos de bloqueo que tienen. Con estos datos podremos implementar mejoras en la experiencia, aumentando la conversión de transacciones de trade. ",¿Cuál es el tipo de orden de venta seleccionado por los usuarios?
Falcon,RVI,AMP-13-0072,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0073,sell_order,SellOrder_SellAll_STK,SellAll_Selected,radio_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,78779,Fila 54,Fila 44,packages/features/core/market_cap/module/lib/core/attribution/events.dart,"Buscamos mapear el flujo de interacción de un usuario en la venta de sus activos y rastrear los puntos de bloqueo que tienen. Con estos datos podremos implementar mejoras en la experiencia, aumentando la conversión de transacciones de trade. ",¿Cuál es la opción de transacción de venta que selecciona un usuario?
Falcon,RVI,AMP-13-0074,sell_order,SellOrder_dolarOption_STK,SellOrder_Switch,switch_icon,PE CO CHI,🟢 VIVO (Exacto),Mantener,63917,Fila 65,Fila 33,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es la opción de cantidad seleccionada por el usuario para la venta de un activo?
Falcon,RVI,AMP-13-0075,sell_order,SellOrder_dolarOption_STK,SellOrder_Continue,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,99721,Fila 44,Fila 45,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0076,sell_order,SellOrder_ResumeConfirmationModal_STK,SellOrder_Units_Help,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,8,Fila 464,Fila 46,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0077,sell_order,SellOrder_ResumeConfirmationBottomSheet_STK,SellOrder_Commission_Help,action_button,PE CO CHI,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de adopción y visualización de las ayudas dentro del flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0078,sell_order,SellOrder_ResumeConfirmationBottomSheet_STK,SellOrder_Confirmed,action_button,PE CO CHI,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0079,sell_order,SellOrder_TransactionErrorServiceNotAvailable_STK,Sell_Order_Error,Screen,PE CO CHI,🟢 VIVO (Exacto),Mantener,722,Fila 341,Fila 49,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0080,sell_order,SellOrder_TransactionErrorServiceNotAvailable_STK,SellOrder_Exit,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,543,Fila 353,Fila 51,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cuál es el porcentaje de visualización de pantallas o mensajes de error dentro del flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0081,sell_order,SellOrder_ConfirmSellModal_STK,SellOrder_SellAll_Modal,screen,PE CO CHI,🟢 VIVO (Exacto),Mantener,57842,Fila 76,Fila 52,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0082,sell_order,SellOrder_ConfirmSellModal_STK,SellOrder_SellAll_Modal_Confirmed,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,55014,Fila 82,Fila 53,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0083,sell_order,SellOrder_ConfirmationCloseMarketModal_STK,SellOrder_CloseMarketModal,screen,PE CO CHI,🟢 VIVO (Exacto),Mantener,10289,Fila 204,Fila 55,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0084,sell_order,SellOrder_ConfirmationCloseMarketModal_STK,SellOrder_ConfirmationCloseMarketModal_STK,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,9257,Fila 208,Fila 57,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0085,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0086,,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Falcon,RVI,AMP-13-0087,sell_order,SellOrder_PendingResult_STK,SellOrder_PendingResult_Portfolio,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,114917,Fila 41,Fila 58,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0088,sell_order,SellOrder_PendingResult_STK,SellOrder_PendingResult_Explore,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,4461,Fila 251,Fila 59,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0089,sell_order,SellOrder_StockLimitOrder_STK,SellOrder_Sell_Button,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,38119,Fila 110,Fila 60,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Buscamos entender el comportamiento de los usuarios en el Flujo de Cash In Pe teniendo como finalidad de negocio aumentar la conversión de este flujo y así aumentar el NNM.,¿Cual es el porcentaje de conversión de clientes por pantalla en el flujo de Ordenes de venta?
Falcon,RVI,AMP-13-0090,sell_order,SellOrder_IncompleteUnitsModal_STK,SellOrder_Continue_Button,action_button,PE CO CHI,🟢 VIVO (Exacto),Mantener,25099,Fila 134,Fila 61,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0091,sell_order,SellOrder_IncompleteUnitsModal_STK,SellOrder_IncompleteUnitsModal,screen,PE CO CHI,🟢 VIVO (Exacto),Mantener,31642,Fila 121,Fila 62,packages/features/core/market_cap/module/lib/core/attribution/events.dart,Queremos conocer el funnel de conversión en el flujo de ordenes de compra para identificar habitos de inversión ya sea por tipo de activo o tipo de orden y mapear en que punto del flujo el usuario abandona.,¿Cuál es el porcentaje de abandono de una orden de ventas por mensajes de confirmación?
Falcon,RVI,AMP-13-0092,Onboarding,Credicorp_View_STK,Credicorp_LLC_screen,screen,CO,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,356092,Fila 10,,,Queremos conocer el funnel de conversión donde el usuario experimenta la transición de pasar de una plataforma inicial (Tyba) hacia la plataforma de Credicorp Capital LLC.,Cuál es la tasa de visualización en la pantalla de ingreso para Colombia en la plataforma de Credicorp Capital LLC?
Falcon,RVI,AMP-13-0093,Onboarding,Credicorp_View_STKPE,Onboarding_Accepted,action_button_clicked,"PE, CL","🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,1149305,Fila 7,,,Queremos conocer el funnel de conversión donde el usuario experimenta la transición de pasar de una plataforma inicial (Tyba) hacia la plataforma de Credicorp Capital LLC.,Cuál es la tasa de visualización y consentimiento por parte del usuario al acceder por primera vez a la plataforma de Credicorp Capital LLC?
